dirname,filename,mask_dirname,mask_filename,mask,keep
../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice000.jpg,Case1-US-after-slice000.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice000.jpg,Case1-slice000.jpg,0,903.9090909090909
../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice001.jpg,Case1-US-after-slice001.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice001.jpg,Case1-slice001.jpg,0,0.001972942502818489
../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice002.jpg,Case1-US-after-slice002.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice002.jpg,Case1-slice002.jpg,0,353.2348754448399
../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice003.jpg,Case1-US-after-slice003.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice003.jpg,Case1-slice003.jpg,0,336.4237288135593
../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice004.jpg,Case1-US-after-slice004.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice004.jpg,Case1-slice004.jpg,0,259.5759162303665
../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice005.jpg,Case1-US-after-slice005.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice005.jpg,Case1-slice005.jpg,0,0.004977434955122316
../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice006.jpg,Case1-US-after-slice006.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice006.jpg,Case1-slice006.jpg,0,0.007153481124725547
../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice007.jpg,Case1-US-after-slice007.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice007.jpg,Case1-slice007.jpg,0,106.96095444685466
../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice008.jpg,Case1-US-after-slice008.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice008.jpg,Case1-slice008.jpg,0,92.72881355932203
../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice009.jpg,Case1-US-after-slice009.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice009.jpg,Case1-slice009.jpg,0,78.06274821286736
../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice010.jpg,Case1-US-after-slice010.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice010.jpg,Case1-slice010.jpg,0,0.014647870095715727
../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice011.jpg,Case1-US-after-slice011.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice011.jpg,Case1-slice011.jpg,0,0.017531305903398926
../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice012.jpg,Case1-US-after-slice012.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice012.jpg,Case1-slice012.jpg,0,0.019333961414000737
../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice013.jpg,Case1-US-after-slice013.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice013.jpg,Case1-slice013.jpg,0,43.81764970733904
../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice014.jpg,Case1-US-after-slice014.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice014.jpg,Case1-slice014.jpg,0,40.302904564315355
../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice015.jpg,Case1-US-after-slice015.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice015.jpg,Case1-slice015.jpg,0,0.027350603777479617
../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice016.jpg,Case1-US-after-slice016.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice016.jpg,Case1-slice016.jpg,0,33.46675900277008
