,dirname,filename,mask_dirname,mask_filename,mask,keep
39,../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice039.jpg,Case1-US-after-slice039.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice039.jpg,Case1-slice039.jpg,0,8.363183143636535
40,../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice040.jpg,Case1-US-after-slice040.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice040.jpg,Case1-slice040.jpg,0,0.12494914334794992
41,../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice041.jpg,Case1-US-after-slice041.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice041.jpg,Case1-slice041.jpg,0,0.130930739865479
42,../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice042.jpg,Case1-US-after-slice042.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice042.jpg,Case1-slice042.jpg,0,0.13626245676517929
43,../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice043.jpg,Case1-US-after-slice043.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice043.jpg,Case1-slice043.jpg,0,0.14171015656362906
44,../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice044.jpg,Case1-US-after-slice044.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice044.jpg,Case1-slice044.jpg,0,6.774133083411434
45,../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice045.jpg,Case1-US-after-slice045.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice045.jpg,Case1-slice045.jpg,0,6.508486082824168
46,../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice046.jpg,Case1-US-after-slice046.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice046.jpg,Case1-slice046.jpg,0,0.1599776255069221
47,../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice047.jpg,Case1-US-after-slice047.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice047.jpg,Case1-slice047.jpg,0,0.16639325052730256
48,../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice048.jpg,Case1-US-after-slice048.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice048.jpg,Case1-slice048.jpg,0,0.17357164752764742
49,../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice049.jpg,Case1-US-after-slice049.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice049.jpg,Case1-slice049.jpg,0,5.550839091806515
50,../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice050.jpg,Case1-US-after-slice050.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice050.jpg,Case1-slice050.jpg,0,5.350644379226745
51,../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice051.jpg,Case1-US-after-slice051.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice051.jpg,Case1-slice051.jpg,0,0.19386873920552677
52,../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice052.jpg,Case1-US-after-slice052.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice052.jpg,Case1-slice052.jpg,0,4.9891696750902526
53,../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice053.jpg,Case1-US-after-slice053.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice053.jpg,Case1-slice053.jpg,0,0.20732106686719953
54,../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice054.jpg,Case1-US-after-slice054.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice054.jpg,Case1-slice054.jpg,0,0.21391724289320602
55,../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice055.jpg,Case1-US-after-slice055.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice055.jpg,Case1-slice055.jpg,0,0.22093023255813954
56,../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice056.jpg,Case1-US-after-slice056.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice056.jpg,Case1-slice056.jpg,0,4.372989312317824
57,../input/brain-jpg/data_jpg/main_jpg/Case1/Case1-US-after-slice057.jpg,Case1-US-after-slice057.jpg,../input/brain-jpg/data_jpg/masks_jpg/Case1/Case1-slice057.jpg,Case1-slice057.jpg,0,4.237569060773481
